EmpID,Name,Age,YearsAtCompany,JobSatisfaction,WorkLifeBalance,MonthlyIncome,OverTimeHours,DistanceFromHome_km,PromotionLast5Years,Attrition
EMP3744,Employee_3745,23,10,Very High,Worst,17328,12 hours,6.547,No,No
EMP3745,Employee_3746,42,1,Very High,Excellent,14233,11 hours,18.191,Yes,Yes
EMP3746,Employee_3747,21,14,Very Low,Worst,12760,8 hours,19.779,No,No
EMP3747,Employee_3748,41,3,Low,Excellent,18702,9 hours,21.908,No,Yes
EMP3748,Employee_3749,56,0,Low,Excellent,3193,11 hours,2.415,Yes,Yes
EMP3749,Employee_3750,27,14,Very High,Good,14612,No OT,8.508,No,Yes
EMP3750,Employee_3751,26,4,High,Bad,11229,7 hours,15.882,No,No
EMP3751,Employee_3752,33,5,Low,Bad,7566,No OT,19.833,No,No
EMP3752,Employee_3753,22,8,Low,Bad,9595,3 hours,16.406,Yes,No
EMP3753,Employee_3754,35,9,High,Bad,8609,2 hours,4.496,No,No
EMP3754,Employee_3755,38,7,Low,Good,8108,3 hours,12.78,No,No
EMP3755,Employee_3756,37,1,Very Low,Excellent,4783,6 hours,8.103,Yes,No
EMP3756,Employee_3757,35,0,Low,Bad,13158,12 hours,13.221,No,No
EMP3757,Employee_3758,27,1,High,Excellent,8831,8 hours,22.116,No,Yes
EMP3758,Employee_3759,52,6,Very Low,Good,3041,8 hours,8.022,No,Yes
EMP3759,Employee_3760,31,3,Low,Worst,14186,9 hours,8.495,No,No
EMP3760,Employee_3761,30,9,Very High,Good,14561,No OT,15.422,Yes,Yes
EMP3761,Employee_3762,24,4,Very Low,Bad,12868,9 hours,9.706,No,Yes
EMP3762,Employee_3763,46,11,Very Low,Worst,6689,No OT,22.483,Yes,No
EMP3763,Employee_3764,31,6,Very High,Good,10595,8 hours,8.332,Yes,No
EMP3764,Employee_3765,36,2,Very High,Good,17687,3 hours,20.678,No,No
EMP3765,Employee_3766,25,9,Low,Excellent,3325,11 hours,20.292,No,Yes
EMP3766,Employee_3767,52,1,Low,Good,4120,12 hours,6.416,No,No
EMP3767,Employee_3768,24,12,High,Worst,19491,2 hours,16.251,No,No
EMP3768,Employee_3769,47,6,High,Good,13870,12 hours,28.074,No,Yes
EMP3769,Employee_3770,33,4,Very Low,Bad,9294,8 hours,26.942,Yes,Yes
EMP3770,Employee_3771,24,13,Very High,Excellent,8193,4 hours,25.916,No,Yes
EMP3771,Employee_3772,52,14,Very High,Worst,18213,11 hours,14.772,Yes,No
EMP3772,Employee_3773,38,0,High,Worst,18611,5 hours,13.164,Yes,No
EMP3773,Employee_3774,41,0,Very Low,Good,17230,No OT,27.136,Yes,No
EMP3774,Employee_3775,24,8,Very Low,Bad,13040,No OT,23.054,Yes,No
EMP3775,Employee_3776,21,4,High,Excellent,3766,12 hours,3.468,No,Yes
EMP3776,Employee_3777,49,0,High,Worst,16696,6 hours,19.812,Yes,No
EMP3777,Employee_3778,58,6,High,Excellent,6527,9 hours,21.072,No,Yes
EMP3778,Employee_3779,23,8,Low,Good,14021,7 hours,23.532,No,No
EMP3779,Employee_3780,52,10,Very Low,Bad,7129,10 hours,11.887,No,No
EMP3780,Employee_3781,32,0,Very Low,Good,14758,7 hours,3.027,No,No
EMP3781,Employee_3782,39,9,Very Low,Excellent,17312,12 hours,24.555,No,No
EMP3782,Employee_3783,26,13,High,Good,14804,6 hours,12.944,No,No
EMP3783,Employee_3784,34,12,High,Excellent,16777,12 hours,1.315,No,No
EMP3784,Employee_3785,42,3,High,Worst,13983,10 hours,15.133,No,No
EMP3785,Employee_3786,33,13,High,Worst,9990,8 hours,4.989,No,No
EMP3786,Employee_3787,42,2,Very High,Good,6983,No OT,26.677,Yes,No
EMP3787,Employee_3788,38,4,High,Worst,6768,1 hours,1.53,No,No
EMP3788,Employee_3789,48,6,Low,Excellent,4504,12 hours,25.268,No,No
EMP3789,Employee_3790,39,7,Very High,Worst,5450,2 hours,11.594,Yes,No
EMP3790,Employee_3791,48,12,Very High,Bad,14236,12 hours,19.243,Yes,Yes
EMP3791,Employee_3792,43,1,High,Bad,11002,11 hours,5.757,Yes,No
EMP3792,Employee_3793,37,6,Very Low,Good,12891,12 hours,8.872,No,No
EMP3793,Employee_3794,29,13,High,Good,9019,4 hours,16.498,No,No
EMP3794,Employee_3795,27,13,Very Low,Good,16898,3 hours,26.795,No,Yes
EMP3795,Employee_3796,45,0,High,Good,13472,3 hours,29.798,No,No
EMP3796,Employee_3797,48,6,High,Excellent,18264,7 hours,10.958,No,No
EMP3797,Employee_3798,29,7,Very Low,Excellent,13719,7 hours,2.067,No,Yes
EMP3798,Employee_3799,36,1,Very Low,Bad,3975,10 hours,1.727,Yes,No
EMP3799,Employee_3800,21,8,Very Low,Excellent,13248,6 hours,17.627,No,No
EMP3800,Employee_3801,25,0,Very Low,Worst,16002,No OT,27.361,No,Yes
EMP3801,Employee_3802,24,12,Low,Bad,17213,9 hours,1.711,No,Yes
EMP3802,Employee_3803,47,5,Very Low,Good,13618,3 hours,12.085,No,Yes
EMP3803,Employee_3804,24,0,High,Good,13620,No OT,28.726,No,No
EMP3804,Employee_3805,37,2,High,Excellent,6733,10 hours,8.924,No,No
EMP3805,Employee_3806,45,10,Low,Bad,11551,4 hours,16.549,No,No
EMP3806,Employee_3807,39,5,Very Low,Excellent,5223,2 hours,29.757,Yes,No
EMP3807,Employee_3808,46,2,High,Excellent,19868,2 hours,27.084,Yes,No
EMP3808,Employee_3809,31,7,Low,Excellent,4428,3 hours,9.462,No,No
EMP3809,Employee_3810,26,4,High,Bad,5080,1 hours,10.989,No,No
EMP3810,Employee_3811,22,1,Low,Good,16776,6 hours,3.56,No,Yes
EMP3811,Employee_3812,29,3,Low,Worst,3695,11 hours,22.523,No,No
EMP3812,Employee_3813,53,8,Very High,Good,3201,12 hours,20.944,No,No
EMP3813,Employee_3814,44,3,Very High,Bad,15049,3 hours,21.387,No,No
EMP3814,Employee_3815,54,9,Very Low,Good,18628,4 hours,3.177,No,Yes
EMP3815,Employee_3816,35,9,Very High,Good,11265,11 hours,18.221,No,Yes
EMP3816,Employee_3817,21,7,Low,Worst,15460,1 hours,28.393,No,No
EMP3817,Employee_3818,43,4,High,Good,6477,5 hours,21.098,No,No
EMP3818,Employee_3819,29,10,High,Good,5202,8 hours,4.078,No,No
EMP3819,Employee_3820,57,10,Very Low,Good,18542,7 hours,28.475,No,No
EMP3820,Employee_3821,41,9,Very High,Excellent,17624,7 hours,10.968,No,No
EMP3821,Employee_3822,45,12,Very Low,Bad,11449,1 hours,22.416,No,No
EMP3822,Employee_3823,58,12,Low,Bad,14850,3 hours,15.12,Yes,No
EMP3823,Employee_3824,46,13,Very High,Worst,9317,7 hours,19.034,No,No
EMP3824,Employee_3825,48,14,Very Low,Excellent,8350,10 hours,3.948,No,Yes
EMP3825,Employee_3826,57,0,High,Excellent,5806,No OT,3.52,No,No
EMP3826,Employee_3827,39,6,High,Good,10163,7 hours,8.269,No,No
EMP3827,Employee_3828,46,2,Very Low,Bad,3185,2 hours,27.961,No,No
EMP3828,Employee_3829,39,9,Very Low,Worst,11070,7 hours,29.99,No,Yes
EMP3829,Employee_3830,38,7,Very Low,Excellent,14545,5 hours,14.336,Yes,Yes
EMP3830,Employee_3831,39,13,Low,Good,19006,6 hours,28.344,No,No
EMP3831,Employee_3832,54,11,Low,Worst,3201,1 hours,24.981,No,No
EMP3832,Employee_3833,21,2,High,Excellent,14284,No OT,13.43,No,Yes
EMP3833,Employee_3834,49,0,Low,Worst,8710,5 hours,15.02,Yes,No
EMP3834,Employee_3835,53,4,Low,Excellent,18698,11 hours,28.28,No,No
EMP3835,Employee_3836,41,1,Very High,Worst,5102,2 hours,26.748,No,Yes
EMP3836,Employee_3837,22,10,Low,Excellent,12102,3 hours,11.71,No,Yes
EMP3837,Employee_3838,25,3,Very High,Excellent,4571,12 hours,17.746,No,Yes
EMP3838,Employee_3839,34,0,Low,Worst,8125,8 hours,26.225,No,No
EMP3839,Employee_3840,46,8,High,Excellent,9697,2 hours,3.256,No,No
EMP3840,Employee_3841,29,5,Very Low,Excellent,17034,1 hours,8.352,No,No
EMP3841,Employee_3842,28,7,High,Excellent,4329,1 hours,28.712,No,Yes
EMP3842,Employee_3843,52,10,Low,Worst,11652,1 hours,13.836,Yes,No
EMP3843,Employee_3844,51,3,Very Low,Worst,6699,5 hours,26.711,Yes,Yes
EMP3844,Employee_3845,25,8,Very Low,Excellent,9027,1 hours,5.358,No,No
EMP3845,Employee_3846,55,1,Very Low,Excellent,13667,10 hours,12.339,No,No
EMP3846,Employee_3847,21,8,Very High,Worst,7823,6 hours,22.681,No,No
EMP3847,Employee_3848,48,11,High,Good,12347,6 hours,22.245,No,No
EMP3848,Employee_3849,23,4,Very High,Excellent,19881,6 hours,15.483,No,Yes
EMP3849,Employee_3850,20,12,Very Low,Good,9959,12 hours,18.259,No,Yes
EMP3850,Employee_3851,38,5,High,Worst,16616,1 hours,29.318,No,No
EMP3851,Employee_3852,45,2,High,Excellent,9210,6 hours,23.339,No,Yes
EMP3852,Employee_3853,44,3,Low,Good,15517,9 hours,8.129,No,No
EMP3853,Employee_3854,29,5,Very High,Worst,15620,7 hours,21.235,No,No
EMP3854,Employee_3855,34,6,Very High,Good,6976,7 hours,17.021,Yes,No
EMP3855,Employee_3856,41,0,Low,Bad,11912,1 hours,10.344,No,No
EMP3856,Employee_3857,40,6,Very High,Worst,15059,4 hours,8.805,Yes,No
EMP3857,Employee_3858,41,0,Very Low,Bad,3690,5 hours,24.04,No,No
EMP3858,Employee_3859,55,4,Very Low,Worst,15344,8 hours,19.306,No,No
EMP3859,Employee_3860,53,5,Very High,Worst,6437,5 hours,9.82,No,No
EMP3860,Employee_3861,49,12,Low,Excellent,5355,9 hours,12.211,No,No
EMP3861,Employee_3862,44,1,High,Bad,3749,5 hours,16.628,No,No
EMP3862,Employee_3863,47,14,Very High,Bad,15965,9 hours,27.3,No,No
EMP3863,Employee_3864,20,14,High,Bad,15847,9 hours,13.94,No,Yes
EMP3864,Employee_3865,23,12,Low,Worst,8758,5 hours,15.324,Yes,No
EMP3865,Employee_3866,26,9,High,Bad,14637,8 hours,18.512,Yes,No
EMP3866,Employee_3867,28,8,Low,Bad,9074,9 hours,21.945,No,No
EMP3867,Employee_3868,55,13,Low,Excellent,16378,6 hours,9.955,No,Yes
EMP3868,Employee_3869,38,9,Very Low,Good,17529,No OT,2.019,Yes,Yes
EMP3869,Employee_3870,20,5,Very Low,Good,8274,No OT,22.408,No,No
EMP3870,Employee_3871,29,6,Low,Bad,17007,3 hours,29.549,No,No
EMP3871,Employee_3872,55,13,Very High,Bad,9409,11 hours,16.64,No,No
EMP3872,Employee_3873,28,14,Very Low,Bad,9288,1 hours,24.958,No,Yes
EMP3873,Employee_3874,51,9,Low,Bad,3885,2 hours,21.311,No,No
EMP3874,Employee_3875,51,14,High,Good,3864,11 hours,3.841,No,No
EMP3875,Employee_3876,25,7,High,Excellent,9917,6 hours,12.139,No,Yes
EMP3876,Employee_3877,57,10,Very High,Worst,14686,6 hours,6.477,No,No
EMP3877,Employee_3878,36,14,High,Bad,6054,11 hours,9.866,No,No
EMP3878,Employee_3879,29,12,High,Bad,11977,2 hours,18.392,No,No
EMP3879,Employee_3880,46,9,Low,Good,19199,12 hours,18.61,No,No
EMP3880,Employee_3881,54,0,High,Bad,11536,1 hours,19.019,No,No
EMP3881,Employee_3882,40,13,High,Excellent,18070,12 hours,29.952,No,No
EMP3882,Employee_3883,44,7,High,Excellent,19937,12 hours,14.568,No,Yes
EMP3883,Employee_3884,47,3,High,Bad,10683,No OT,24.645,No,No
EMP3884,Employee_3885,34,9,Low,Good,13011,8 hours,25.899,No,No
EMP3885,Employee_3886,23,7,High,Bad,18271,9 hours,12.03,No,No
EMP3886,Employee_3887,48,12,Very High,Bad,11896,2 hours,13.002,No,No
EMP3887,Employee_3888,28,14,Very Low,Good,17582,8 hours,8.529,No,No
EMP3888,Employee_3889,46,5,Very High,Excellent,10190,3 hours,19.069,No,No
EMP3889,Employee_3890,45,10,Very Low,Worst,12144,9 hours,16.71,No,Yes
EMP3890,Employee_3891,38,8,Very High,Bad,3814,5 hours,4.712,No,No
EMP3891,Employee_3892,47,10,Very Low,Excellent,12740,12 hours,8.058,No,No
EMP3892,Employee_3893,36,3,Very Low,Bad,5777,6 hours,26.117,No,Yes
EMP3893,Employee_3894,39,1,Very Low,Worst,7958,9 hours,20.328,Yes,Yes
EMP3894,Employee_3895,59,13,Very Low,Good,6825,5 hours,18.711,No,No
EMP3895,Employee_3896,58,1,Low,Excellent,17800,No OT,6.906,No,No
EMP3896,Employee_3897,42,4,Very High,Worst,12999,5 hours,26.214,No,No
EMP3897,Employee_3898,51,9,Very Low,Bad,15964,10 hours,19.644,No,No
EMP3898,Employee_3899,52,8,Very High,Worst,9772,5 hours,18.813,No,No
EMP3899,Employee_3900,24,11,High,Excellent,12481,4 hours,28.441,No,Yes
EMP3900,Employee_3901,53,2,Very Low,Good,18737,2 hours,10.153,No,No
EMP3901,Employee_3902,59,7,Very High,Bad,13677,9 hours,14.445,Yes,No
EMP3902,Employee_3903,30,3,Low,Good,5355,2 hours,16.328,No,No
EMP3903,Employee_3904,22,5,Very High,Good,12157,10 hours,20.346,No,No
EMP3904,Employee_3905,52,9,Very Low,Worst,5395,9 hours,24.77,No,No
EMP3905,Employee_3906,30,5,High,Worst,3524,12 hours,19.852,No,No
EMP3906,Employee_3907,35,2,Very High,Excellent,3561,6 hours,15.654,No,No
EMP3907,Employee_3908,37,13,High,Excellent,11167,7 hours,20.612,No,No
EMP3908,Employee_3909,49,4,Low,Good,19184,2 hours,25.704,No,No
EMP3909,Employee_3910,29,11,Very High,Excellent,7664,2 hours,21.783,No,No
EMP3910,Employee_3911,37,2,Very High,Good,4205,6 hours,16.448,No,Yes
EMP3911,Employee_3912,57,10,Low,Bad,15039,9 hours,4.966,No,No
EMP3912,Employee_3913,38,14,Low,Good,15393,11 hours,10.108,No,No
EMP3913,Employee_3914,55,10,Low,Excellent,5238,6 hours,22.665,Yes,No
EMP3914,Employee_3915,32,14,Very Low,Excellent,15987,10 hours,22.401,No,No
EMP3915,Employee_3916,22,0,Very Low,Good,8239,8 hours,22.539,No,No
EMP3916,Employee_3917,29,6,Very High,Worst,15017,5 hours,2.25,No,Yes
EMP3917,Employee_3918,57,3,Very High,Good,19455,12 hours,27.774,No,Yes
EMP3918,Employee_3919,20,13,Very High,Good,12096,6 hours,5.688,Yes,No
EMP3919,Employee_3920,46,6,High,Worst,17814,10 hours,21.457,No,No
EMP3920,Employee_3921,27,2,Low,Bad,16291,9 hours,4.787,No,Yes
EMP3921,Employee_3922,36,11,Very High,Worst,5621,No OT,10.131,No,No
EMP3922,Employee_3923,28,14,Low,Excellent,6190,6 hours,11.47,No,Yes
EMP3923,Employee_3924,25,14,Very Low,Worst,6948,1 hours,6.658,No,No
EMP3924,Employee_3925,44,10,Low,Excellent,4287,6 hours,10.193,No,No
EMP3925,Employee_3926,58,4,High,Excellent,17590,2 hours,21.156,No,Yes
EMP3926,Employee_3927,47,4,High,Good,18668,8 hours,3.212,No,No
EMP3927,Employee_3928,52,14,Low,Good,4772,12 hours,7.867,No,No
EMP3928,Employee_3929,56,12,High,Bad,9200,4 hours,7.963,No,No
EMP3929,Employee_3930,28,1,High,Excellent,18762,6 hours,27.186,No,Yes
EMP3930,Employee_3931,37,10,Very Low,Good,6138,7 hours,27.203,Yes,No
EMP3931,Employee_3932,40,9,Very High,Excellent,10213,12 hours,23.077,No,Yes
EMP3932,Employee_3933,21,11,High,Bad,17941,11 hours,12.329,Yes,No
EMP3933,Employee_3934,57,1,Very High,Excellent,5416,1 hours,4.991,No,Yes
EMP3934,Employee_3935,59,3,Low,Bad,18964,10 hours,10.295,No,No
EMP3935,Employee_3936,55,14,Low,Bad,4046,No OT,19.571,No,No
EMP3936,Employee_3937,56,3,High,Bad,17909,6 hours,15.735,No,Yes
EMP3937,Employee_3938,34,3,Low,Good,16578,5 hours,15.243,No,No
EMP3938,Employee_3939,47,5,Very Low,Worst,8719,5 hours,13.417,Yes,Yes
EMP3939,Employee_3940,37,1,High,Worst,18960,1 hours,4.032,No,No
EMP3940,Employee_3941,53,5,High,Good,18598,2 hours,12.005,No,No
EMP3941,Employee_3942,41,6,High,Excellent,18624,3 hours,28.069,Yes,No
EMP3942,Employee_3943,30,10,Low,Good,9411,2 hours,4.903,No,No
EMP3943,Employee_3944,32,9,Low,Excellent,11074,1 hours,25.604,No,No
EMP3944,Employee_3945,23,2,High,Bad,13352,2 hours,13.251,No,Yes
EMP3945,Employee_3946,41,10,Very High,Good,18003,5 hours,26.836,No,No
EMP3946,Employee_3947,26,11,Low,Worst,12223,8 hours,4.67,No,No
EMP3947,Employee_3948,43,7,Low,Excellent,15718,3 hours,23.111,Yes,No
EMP3948,Employee_3949,23,1,High,Good,4315,5 hours,22.278,No,Yes
EMP3949,Employee_3950,47,10,Very High,Good,11936,No OT,22.902,No,Yes
EMP3950,Employee_3951,34,7,High,Excellent,16767,11 hours,29.086,Yes,No
EMP3951,Employee_3952,20,12,Low,Bad,9466,5 hours,19.72,No,Yes
EMP3952,Employee_3953,22,10,High,Bad,18185,11 hours,4.323,No,No
EMP3953,Employee_3954,33,4,High,Bad,8090,2 hours,8.12,No,No
EMP3954,Employee_3955,57,1,High,Bad,7240,8 hours,8.859,No,No
EMP3955,Employee_3956,20,6,Very High,Excellent,19795,3 hours,1.099,No,No
EMP3956,Employee_3957,57,13,High,Worst,17910,6 hours,4.656,Yes,No
EMP3957,Employee_3958,57,1,Low,Good,5446,3 hours,13.709,No,No
EMP3958,Employee_3959,40,13,High,Good,6346,10 hours,7.786,No,Yes
EMP3959,Employee_3960,48,5,Very High,Bad,15411,5 hours,1.693,No,No
EMP3960,Employee_3961,24,9,Very Low,Excellent,19469,6 hours,22.185,No,No
EMP3961,Employee_3962,29,2,Very High,Worst,10749,1 hours,9.209,No,No
EMP3962,Employee_3963,47,8,High,Worst,7142,9 hours,4.709,No,No
EMP3963,Employee_3964,40,2,Very Low,Good,19070,5 hours,20.154,No,No
EMP3964,Employee_3965,26,10,High,Bad,17187,7 hours,18.414,No,No
EMP3965,Employee_3966,22,14,Very High,Good,10087,12 hours,21.859,No,No
EMP3966,Employee_3967,39,11,Very Low,Good,18635,12 hours,15.843,No,No
EMP3967,Employee_3968,38,11,Very Low,Worst,18807,11 hours,5.209,No,Yes
EMP3968,Employee_3969,54,2,High,Excellent,13197,5 hours,24.379,No,No
EMP3969,Employee_3970,23,4,High,Worst,15271,1 hours,15.846,No,Yes
EMP3970,Employee_3971,24,6,Very High,Good,17724,3 hours,19.003,No,No
EMP3971,Employee_3972,20,13,High,Bad,12261,No OT,26.426,No,Yes
EMP3972,Employee_3973,23,7,Very Low,Bad,16479,6 hours,11.088,No,No
EMP3973,Employee_3974,31,11,Low,Excellent,18804,7 hours,26.551,No,Yes
EMP3974,Employee_3975,46,10,Low,Excellent,15333,9 hours,19.9,No,No
EMP3975,Employee_3976,42,6,Very High,Excellent,15827,1 hours,13.38,No,No
EMP3976,Employee_3977,44,8,High,Good,12600,9 hours,10.707,No,Yes
EMP3977,Employee_3978,40,4,Very High,Good,14932,4 hours,25.379,No,No
EMP3978,Employee_3979,43,9,Low,Excellent,19648,10 hours,18.509,No,Yes
EMP3979,Employee_3980,44,10,Low,Bad,15040,7 hours,26.068,No,No
EMP3980,Employee_3981,51,14,High,Bad,19127,10 hours,7.906,No,No
EMP3981,Employee_3982,51,2,Very Low,Bad,15473,7 hours,16.895,No,No
EMP3982,Employee_3983,24,5,High,Good,19709,4 hours,22.988,No,No
EMP3983,Employee_3984,55,4,Low,Worst,4206,7 hours,20.42,No,Yes
EMP3984,Employee_3985,58,11,Very Low,Bad,12696,5 hours,19.91,No,No
EMP3985,Employee_3986,35,3,Very High,Bad,16714,4 hours,16.212,No,Yes
EMP3986,Employee_3987,52,11,Low,Bad,4440,12 hours,15.323,No,No
EMP3987,Employee_3988,40,1,Very High,Excellent,12147,10 hours,1.166,No,Yes
EMP3988,Employee_3989,28,6,Very Low,Good,19267,3 hours,29.811,Yes,No
EMP3989,Employee_3990,25,12,Very High,Excellent,11746,4 hours,21.573,No,No
EMP3990,Employee_3991,54,4,Low,Excellent,8136,11 hours,8.348,No,No
EMP3991,Employee_3992,58,3,High,Worst,14446,3 hours,1.575,No,Yes
EMP3992,Employee_3993,41,11,Very High,Excellent,15331,No OT,8.171,No,Yes
EMP3993,Employee_3994,24,13,Low,Worst,16188,2 hours,26.181,No,No
EMP3994,Employee_3995,42,7,Low,Excellent,8819,7 hours,16.748,No,No
EMP3995,Employee_3996,36,8,Very Low,Bad,11069,6 hours,4.343,No,No
EMP3996,Employee_3997,31,8,Low,Good,15769,11 hours,19.202,No,No
EMP3997,Employee_3998,42,2,High,Excellent,8560,6 hours,10.347,No,Yes
EMP3998,Employee_3999,35,2,High,Worst,15853,10 hours,26.391,No,No
EMP3999,Employee_4000,22,4,Very High,Good,13459,2 hours,23.407,Yes,No
EMP4000,Employee_4001,49,4,Very High,Worst,6629,8 hours,28.216,No,No
EMP4001,Employee_4002,41,9,Very High,Bad,14657,5 hours,10.727,No,No
EMP4002,Employee_4003,28,1,Very High,Excellent,8314,7 hours,11.925,Yes,Yes
EMP4003,Employee_4004,48,0,High,Good,11662,7 hours,8.979,Yes,No
EMP4004,Employee_4005,56,7,Very Low,Bad,10629,2 hours,10.154,No,No
EMP4005,Employee_4006,42,2,Very High,Excellent,14324,3 hours,28.61,No,Yes
EMP4006,Employee_4007,32,0,Very Low,Excellent,19494,5 hours,22.555,No,No
EMP4007,Employee_4008,51,0,Low,Worst,9692,1 hours,27.623,No,No
EMP4008,Employee_4009,42,10,Low,Worst,12218,11 hours,6.409,No,No
EMP4009,Employee_4010,36,14,Very High,Bad,14746,11 hours,5.541,No,No
EMP4010,Employee_4011,59,1,Low,Worst,18372,10 hours,23.764,No,No
EMP4011,Employee_4012,40,5,Very Low,Bad,15631,11 hours,21.244,No,Yes
EMP4012,Employee_4013,21,5,Very Low,Bad,4472,6 hours,18.898,No,No
EMP4013,Employee_4014,56,13,Low,Bad,17599,1 hours,28.927,No,No
EMP4014,Employee_4015,25,2,Very High,Worst,7872,10 hours,2.067,No,No
EMP4015,Employee_4016,37,11,Very Low,Good,13573,4 hours,18.265,No,No
EMP4016,Employee_4017,49,3,Very Low,Bad,16691,11 hours,7.909,No,No
EMP4017,Employee_4018,41,11,High,Good,14482,3 hours,22.416,No,No
EMP4018,Employee_4019,52,12,Very High,Excellent,7753,8 hours,15.236,Yes,No
EMP4019,Employee_4020,49,1,High,Worst,4833,12 hours,23.886,No,Yes
EMP4020,Employee_4021,36,1,Low,Worst,8928,12 hours,21.023,Yes,No
EMP4021,Employee_4022,51,14,Low,Good,11645,1 hours,27.125,No,No
EMP4022,Employee_4023,33,6,High,Excellent,9816,6 hours,11.929,Yes,No
EMP4023,Employee_4024,29,12,Very High,Excellent,10256,12 hours,21.941,No,No
EMP4024,Employee_4025,55,0,Very Low,Bad,13549,6 hours,9.292,No,Yes
EMP4025,Employee_4026,53,6,Low,Worst,18062,6 hours,16.319,No,Yes
EMP4026,Employee_4027,28,13,Very High,Excellent,12635,No OT,20.916,No,No
EMP4027,Employee_4028,47,11,Very High,Excellent,12940,7 hours,3.816,No,No
EMP4028,Employee_4029,30,13,Low,Bad,5401,1 hours,7.411,No,No
EMP4029,Employee_4030,33,11,Low,Bad,16111,4 hours,16.721,No,Yes
EMP4030,Employee_4031,58,13,Very High,Good,14363,1 hours,17.791,Yes,No
EMP4031,Employee_4032,38,0,Very Low,Worst,15432,12 hours,8.204,No,No
EMP4032,Employee_4033,34,13,High,Excellent,12978,4 hours,19.899,No,No
EMP4033,Employee_4034,47,5,Low,Good,3909,6 hours,25.517,No,No
EMP4034,Employee_4035,43,2,High,Worst,3760,5 hours,2.739,No,Yes
EMP4035,Employee_4036,27,7,Very High,Good,8612,12 hours,5.052,No,Yes
EMP4036,Employee_4037,28,5,High,Worst,6240,11 hours,17.642,Yes,No
EMP4037,Employee_4038,52,10,Very Low,Worst,3530,4 hours,26.084,No,Yes
EMP4038,Employee_4039,52,1,Very High,Excellent,12551,3 hours,6.786,No,Yes
EMP4039,Employee_4040,38,7,Very Low,Worst,13219,7 hours,13.013,No,Yes
EMP4040,Employee_4041,22,4,Very High,Bad,19216,10 hours,13.596,No,Yes
EMP4041,Employee_4042,29,7,Very Low,Excellent,5560,7 hours,21.067,No,Yes
EMP4042,Employee_4043,59,7,Very High,Bad,8103,No OT,5.72,No,No
EMP4043,Employee_4044,20,5,Very Low,Good,12465,9 hours,15.445,No,Yes
EMP4044,Employee_4045,48,1,Very High,Good,5781,1 hours,4.726,Yes,No
EMP4045,Employee_4046,53,7,Very Low,Worst,8257,2 hours,1.678,No,No
EMP4046,Employee_4047,32,14,Very High,Worst,5188,12 hours,26.859,No,No
EMP4047,Employee_4048,20,14,Very Low,Bad,9063,No OT,14.029,No,Yes
EMP4048,Employee_4049,53,10,Low,Bad,18615,10 hours,10.098,No,No
EMP4049,Employee_4050,48,5,High,Bad,3881,2 hours,9.459,No,No
EMP4050,Employee_4051,32,5,Very High,Good,4847,9 hours,7.126,No,No
EMP4051,Employee_4052,48,7,Very Low,Bad,9599,11 hours,28.679,No,No
EMP4052,Employee_4053,58,0,Low,Excellent,7568,7 hours,14.227,No,No
EMP4053,Employee_4054,43,1,Very High,Excellent,19314,3 hours,5.906,Yes,No
EMP4054,Employee_4055,45,11,Very High,Good,10163,12 hours,8.898,No,No
EMP4055,Employee_4056,36,11,Very High,Bad,14156,12 hours,18.584,No,No
EMP4056,Employee_4057,26,8,High,Bad,14255,6 hours,15.439,No,No
EMP4057,Employee_4058,32,10,Very Low,Worst,14320,6 hours,22.739,No,Yes
EMP4058,Employee_4059,24,11,Very Low,Excellent,5216,10 hours,2.116,No,No
EMP4059,Employee_4060,45,7,Very High,Good,8701,4 hours,7.344,No,No
EMP4060,Employee_4061,22,11,Very High,Bad,14780,11 hours,23.314,No,No
EMP4061,Employee_4062,26,6,Very High,Worst,13694,No OT,10.09,No,No
EMP4062,Employee_4063,58,6,Low,Good,7809,9 hours,28.366,No,No
EMP4063,Employee_4064,20,4,Very High,Good,19562,3 hours,14.212,No,No
EMP4064,Employee_4065,36,1,High,Excellent,17392,6 hours,15.078,No,No
EMP4065,Employee_4066,44,10,Very Low,Bad,10771,4 hours,11.836,No,No
EMP4066,Employee_4067,22,5,High,Good,4929,1 hours,18.442,No,Yes
EMP4067,Employee_4068,34,9,Very High,Worst,17306,7 hours,24.668,No,No
EMP4068,Employee_4069,48,2,Low,Worst,17244,1 hours,18.071,Yes,No
EMP4069,Employee_4070,51,3,Very High,Good,3111,10 hours,22.961,No,No
EMP4070,Employee_4071,45,12,Very High,Worst,14411,7 hours,22.974,No,Yes
EMP4071,Employee_4072,35,9,Very High,Good,14116,12 hours,9.152,No,Yes
EMP4072,Employee_4073,44,11,Very High,Worst,18707,10 hours,24.447,No,No
EMP4073,Employee_4074,47,10,Very High,Good,6127,1 hours,9.979,No,No
EMP4074,Employee_4075,28,1,Very Low,Good,16100,10 hours,13.686,No,No
EMP4075,Employee_4076,20,13,High,Good,14203,4 hours,11.836,No,No
EMP4076,Employee_4077,48,1,Low,Worst,4208,3 hours,11.356,No,No
EMP4077,Employee_4078,41,11,Very High,Good,14317,No OT,9.395,No,No
EMP4078,Employee_4079,35,7,Low,Excellent,3036,11 hours,28.793,Yes,No
EMP4079,Employee_4080,26,7,Very Low,Good,14252,7 hours,3.491,Yes,Yes
EMP4080,Employee_4081,33,9,High,Bad,10006,9 hours,22.206,No,No
